ID,Region,Year,Gini Index
16661,Borborema - SP,1991,0.5746
16662,Botucatu - SP,1991,0.5397
16663,Bragança Paulista - SP,1991,0.5758
16664,Braúna - SP,1991,0.5168
16665,Brodósqui - SP,1991,0.5109
16666,Brotas - SP,1991,0.5565
16667,Buri - SP,1991,0.5629
16668,Buritama - SP,1991,0.5584
16669,Buritizal - SP,1991,0.4827
16670,Cabrália Paulista - SP,1991,0.5289
16671,Cabreúva - SP,1991,0.5219
16672,Caçapava - SP,1991,0.55
16673,Cachoeira Paulista - SP,1991,0.5461
16674,Caconde - SP,1991,0.5739
16675,Cafelândia - SP,1991,0.6072
16676,Caiabu - SP,1991,0.4557
16677,Caieiras - SP,1991,0.4966
16678,Caiuá - SP,1991,0.6616
16679,Cajamar - SP,1991,0.4635
16680,Cajobi - SP,1991,0.5433
16681,Cajuru - SP,1991,0.5342
16682,Campinas - SP,1991,0.5557
16683,Campo Limpo Paulista - SP,1991,0.504
16684,Campos do Jordão - SP,1991,0.5518
16685,Campos Novos Paulista - SP,1991,0.5074
16686,Cananéia - SP,1991,0.5877
16687,Cândido Mota - SP,1991,0.5704
16688,Cândido Rodrigues - SP,1991,0.5194
16689,Capão Bonito - SP,1991,0.5597
16690,Capela do Alto - SP,1991,0.5107
16691,Capivari - SP,1991,0.5173
16692,Caraguatatuba - SP,1991,0.5635
16693,Carapicuíba - SP,1991,0.4689
16694,Cardoso - SP,1991,0.59
16695,Casa Branca - SP,1991,0.5293
16696,Cássia dos Coqueiros - SP,1991,0.5598
16697,Castilho - SP,1991,0.6074
16698,Catanduva - SP,1991,0.5621
16699,Catiguá - SP,1991,0.4686
16700,Cedral - SP,1991,0.5381
16701,Cerqueira César - SP,1991,0.5621
16702,Cerquilho - SP,1991,0.5221
16703,Cesário Lange - SP,1991,0.5328
16704,Charqueada - SP,1991,0.4888
16705,Chavantes - SP,1991,0.5791
16706,Clementina - SP,1991,0.5698
16707,Colina - SP,1991,0.5672
16708,Colômbia - SP,1991,0.5647
16709,Conchal - SP,1991,0.5078
16710,Conchas - SP,1991,0.5558
16711,Cordeirópolis - SP,1991,0.4858
16712,Coroados - SP,1991,0.5028
16713,Coronel Macedo - SP,1991,0.5867
16714,Corumbataí - SP,1991,0.5152
16715,Cosmópolis - SP,1991,0.489
16716,Cosmorama - SP,1991,0.5988
16717,Cotia - SP,1991,0.6112
16718,Cravinhos - SP,1991,0.5333
16719,Cristais Paulista - SP,1991,0.4881
16720,Cruzália - SP,1991,0.6729
16721,Cruzeiro - SP,1991,0.5573
16722,Cubatão - SP,1991,0.4599
16723,Cunha - SP,1991,0.558
16724,Descalvado - SP,1991,0.5528
16725,Diadema - SP,1991,0.4673
16726,Divinolândia - SP,1991,0.5771
16727,Dobrada - SP,1991,0.4183
16728,Dois Córregos - SP,1991,0.4979
16729,Dolcinópolis - SP,1991,0.4795
16730,Dourado - SP,1991,0.5475
16731,Dracena - SP,1991,0.5792
16732,Duartina - SP,1991,0.5626
16733,Dumont - SP,1991,0.4993
16734,Echaporã - SP,1991,0.5967
16735,Eldorado - SP,1991,0.607
16736,Elias Fausto - SP,1991,0.5381
16737,Embu - SP,1991,0.4641
16738,Embu-Guaçu - SP,1991,0.5121
16739,Espírito Santo do Pinhal - SP,1991,0.5645
16740,Estrela d'Oeste - SP,1991,0.5846
16741,Estrela do Norte - SP,1991,0.4782
16742,Fartura - SP,1991,0.6081
16743,Fernando Prestes - SP,1991,0.542
16744,Fernandópolis - SP,1991,0.5812
16745,Ferraz de Vasconcelos - SP,1991,0.4782
16746,Flora Rica - SP,1991,0.5865
16747,Floreal - SP,1991,0.5646
16748,Flórida Paulista - SP,1991,0.5396
16749,Florínia - SP,1991,0.4748
16750,Franca - SP,1991,0.5214
16751,Francisco Morato - SP,1991,0.4234
16752,Franco da Rocha - SP,1991,0.4176
16753,Gabriel Monteiro - SP,1991,0.622
16754,Gália - SP,1991,0.5609
16755,Garça - SP,1991,0.6081
16756,Gastão Vidigal - SP,1991,0.5722
16757,General Salgado - SP,1991,0.5648
16758,Getulina - SP,1991,0.5691
16759,Glicério - SP,1991,0.4908
16760,Guaiçara - SP,1991,0.5741
16761,Guaimbê - SP,1991,0.647
16762,Guaíra - SP,1991,0.5437
16763,Guapiaçu - SP,1991,0.49
16764,Guapiara - SP,1991,0.5429
16765,Guará - SP,1991,0.516
16766,Guaraçaí - SP,1991,0.6173
16767,Guaraci - SP,1991,0.5668
16768,Guarani d'Oeste - SP,1991,0.6586
16769,Guarantã - SP,1991,0.5835
16770,Guararapes - SP,1991,0.5626
16771,Guararema - SP,1991,0.6207
16772,Guaratinguetá - SP,1991,0.5791
16773,Guareí - SP,1991,0.5546
16774,Guariba - SP,1991,0.4798
16775,Guarujá - SP,1991,0.5024
16776,Guarulhos - SP,1991,0.5139
16777,Guzolândia - SP,1991,0.5275
16778,Herculândia - SP,1991,0.5929
16779,Iacanga - SP,1991,0.568
16780,Iacri - SP,1991,0.5906
16781,Ibaté - SP,1991,0.426
16782,Ibirá - SP,1991,0.5738
16783,Ibirarema - SP,1991,0.4987
16784,Ibitinga - SP,1991,0.5645
16785,Ibiúna - SP,1991,0.5823
16786,Icém - SP,1991,0.5902
16787,Iepê - SP,1991,0.543
16788,Igaraçu do Tietê - SP,1991,0.4228
16789,Igarapava - SP,1991,0.526
16790,Igaratá - SP,1991,0.5157
16791,Iguape - SP,1991,0.5991
16792,Ilhabela - SP,1991,0.5589
16793,Indaiatuba - SP,1991,0.55
16794,Indiana - SP,1991,0.5142
16795,Indiaporã - SP,1991,0.5931
16796,Inúbia Paulista - SP,1991,0.5119
16797,Ipauçu - SP,1991,0.5163
16798,Iperó - SP,1991,0.437
16799,Ipeúna - SP,1991,0.5206
16800,Iporanga - SP,1991,0.5772
16801,Ipuã - SP,1991,0.5251
16802,Iracemápolis - SP,1991,0.5347
16803,Irapuã - SP,1991,0.5254
16804,Irapuru - SP,1991,0.6135
16805,Itaberá - SP,1991,0.6327
16806,Itaí - SP,1991,0.5481
16807,Itajobi - SP,1991,0.5257
16808,Itaju - SP,1991,0.4528
16809,Itanhaém - SP,1991,0.538
16810,Itapecerica da Serra - SP,1991,0.5426
16811,Itapetininga - SP,1991,0.5464
16812,Itapeva - SP,1991,0.5976
16813,Itapevi - SP,1991,0.5049
16814,Itapira - SP,1991,0.5412
16815,Itápolis - SP,1991,0.5322
16816,Itaporanga - SP,1991,0.6183
16817,Itapuí - SP,1991,0.5114
16818,Itapura - SP,1991,0.4987
16819,Itaquaquecetuba - SP,1991,0.4491
16820,Itararé - SP,1991,0.606
16821,Itariri - SP,1991,0.5991
16822,Itatiba - SP,1991,0.5406
16823,Itatinga - SP,1991,0.4887
16824,Itirapina - SP,1991,0.4797
16825,Itirapuã - SP,1991,0.475
16826,Itobi - SP,1991,0.511
16827,Itu - SP,1991,0.5479
16828,Itupeva - SP,1991,0.5354
16829,Ituverava - SP,1991,0.5711
16830,Jaborandi - SP,1991,0.6145
16831,Jaboticabal - SP,1991,0.5506
16832,Jacareí - SP,1991,0.5535
16833,Jaci - SP,1991,0.4427
16834,Jacupiranga - SP,1991,0.5624
16835,Jaguariúna - SP,1991,0.5493
16836,Jales - SP,1991,0.5653
16837,Jambeiro - SP,1991,0.5556
16838,Jandira - SP,1991,0.4952
16839,Jardinópolis - SP,1991,0.5408
16840,Jarinu - SP,1991,0.5533
16841,Jaú - SP,1991,0.5222
16842,Jeriquara - SP,1991,0.4224
16843,Joanópolis - SP,1991,0.5271
16844,João Ramalho - SP,1991,0.5043
16845,José Bonifácio - SP,1991,0.559
16846,Júlio Mesquita - SP,1991,0.5701
16847,Jundiaí - SP,1991,0.549
16848,Junqueirópolis - SP,1991,0.598
16849,Juquiá - SP,1991,0.5095
16850,Juquitiba - SP,1991,0.5097
16851,Lagoinha - SP,1991,0.5616
16852,Laranjal Paulista - SP,1991,0.5264
16853,Lavínia - SP,1991,0.5591
16854,Lavrinhas - SP,1991,0.6197
16855,Leme - SP,1991,0.4922
16856,Lençóis Paulista - SP,1991,0.529
16857,Limeira - SP,1991,0.5229
16858,Lindóia - SP,1991,0.5749
16859,Lins - SP,1991,0.5999
16860,Lorena - SP,1991,0.5787
16861,Louveira - SP,1991,0.504
16862,Lucélia - SP,1991,0.5787
16863,Lucianópolis - SP,1991,0.5652
16864,Luís Antônio - SP,1991,0.4666
16865,Luiziânia - SP,1991,0.5142
16866,Lupércio - SP,1991,0.51
16867,Lutécia - SP,1991,0.5478
16868,Macatuba - SP,1991,0.4788
16869,Macaubal - SP,1991,0.562
16870,Macedônia - SP,1991,0.5519
16871,Magda - SP,1991,0.5428
16872,Mairinque - SP,1991,0.458
16873,Mairiporã - SP,1991,0.6077
16874,Manduri - SP,1991,0.5323
16875,Marabá Paulista - SP,1991,0.497
16876,Maracaí - SP,1991,0.578
16877,Mariápolis - SP,1991,0.6122
16878,Marília - SP,1991,0.5717
16879,Marinópolis - SP,1991,0.5058
16880,Martinópolis - SP,1991,0.6008
16881,Matão - SP,1991,0.507
16882,Mauá - SP,1991,0.4536
16883,Mendonça - SP,1991,0.6386
16884,Meridiano - SP,1991,0.5445
16885,Miguelópolis - SP,1991,0.5818
16886,Mineiros do Tietê - SP,1991,0.4928
16887,Mira Estrela - SP,1991,0.5518
16888,Miracatu - SP,1991,0.6053
16889,Mirandópolis - SP,1991,0.6311
16890,Mirante do Paranapanema - SP,1991,0.5745
16891,Mirassol - SP,1991,0.5272
16892,Mirassolândia - SP,1991,0.4515
16893,Mococa - SP,1991,0.5518
16894,Moji das Cruzes - SP,1991,0.5708
16895,Moji-Guaçu - SP,1991,0.5119
16896,Moji-Mirim - SP,1991,0.5671
16897,Mombuca - SP,1991,0.6503
16898,Monções - SP,1991,0.4891
16899,Mongaguá - SP,1991,0.5221
16900,Monte Alegre do Sul - SP,1991,0.5027
16901,Monte Alto - SP,1991,0.4976
16902,Monte Aprazível - SP,1991,0.5625
16903,Monte Azul Paulista - SP,1991,0.6065
16904,Monte Castelo - SP,1991,0.5677
16905,Monte Mor - SP,1991,0.5206
16906,Monteiro Lobato - SP,1991,0.6257
16907,Morro Agudo - SP,1991,0.5606
16908,Morungaba - SP,1991,0.5348
16909,Murutinga do Sul - SP,1991,0.5688
16910,Narandiba - SP,1991,0.4824
16911,Natividade da Serra - SP,1991,0.4986
16912,Nazaré Paulista - SP,1991,0.5733
16913,Neves Paulista - SP,1991,0.5406
16914,Nhandeara - SP,1991,0.6006
16915,Nipoã - SP,1991,0.5015
16916,Nova Aliança - SP,1991,0.5569
16917,Nova Europa - SP,1991,0.5286
16918,Nova Granada - SP,1991,0.5337
16919,Nova Guataporanga - SP,1991,0.4456
16920,Nova Independência - SP,1991,0.4586
16921,Nova Luzitânia - SP,1991,0.4691
16922,Nova Odessa - SP,1991,0.4582
16923,Novo Horizonte - SP,1991,0.5457
16924,Nuporanga - SP,1991,0.5448
16925,Ocauçu - SP,1991,0.5407
16926,Óleo - SP,1991,0.4779
16927,Olímpia - SP,1991,0.5637
16928,Onda Verde - SP,1991,0.5173
16929,Oriente - SP,1991,0.4986
16930,Orindiúva - SP,1991,0.7106
16931,Orlândia - SP,1991,0.5313
16932,Osasco - SP,1991,0.499
16933,Oscar Bressane - SP,1991,0.6328
16934,Osvaldo Cruz - SP,1991,0.5911
16935,Ourinhos - SP,1991,0.5576
16936,Ouro Verde - SP,1991,0.5269
16937,Pacaembu - SP,1991,0.5745
16938,Palestina - SP,1991,0.6132
16939,Palmares Paulista - SP,1991,0.4243
16940,Palmeira d'Oeste - SP,1991,0.5793
16941,Palmital - SP,1991,0.5847
16942,Panorama - SP,1991,0.5734
16943,Paraguaçu Paulista - SP,1991,0.5573
16944,Paraibuna - SP,1991,0.6062
16945,Paraíso - SP,1991,0.5634
16946,Paranapanema - SP,1991,0.606
16947,Paranapuã - SP,1991,0.5279
16948,Parapuã - SP,1991,0.5774
16949,Pardinho - SP,1991,0.5522
16950,Pariquera-Açu - SP,1991,0.529
16951,Patrocínio Paulista - SP,1991,0.5378
16952,Paulicéia - SP,1991,0.4751
16953,Paulínia - SP,1991,0.4875
16954,Paulo de Faria - SP,1991,0.602
16955,Pederneiras - SP,1991,0.5371
16956,Pedra Bela - SP,1991,0.5135
16957,Pedranópolis - SP,1991,0.5172
16958,Pedregulho - SP,1991,0.5638
16959,Pedreira - SP,1991,0.4954
16960,Pedro de Toledo - SP,1991,0.5022
16961,Penápolis - SP,1991,0.569
16962,Pereira Barreto - SP,1991,0.5563
16963,Pereiras - SP,1991,0.5297
16964,Peruíbe - SP,1991,0.5593
16965,Piacatu - SP,1991,0.5398
16966,Piedade - SP,1991,0.5746
16967,Pilar do Sul - SP,1991,0.6374
16968,Pindamonhangaba - SP,1991,0.5637
16969,Pindorama - SP,1991,0.4914
16970,Pinhalzinho - SP,1991,0.5425
16971,Piquerobi - SP,1991,0.53
16972,Piquete - SP,1991,0.4946
16973,Piracaia - SP,1991,0.5836
16974,Piracicaba - SP,1991,0.5295
16975,Piraju - SP,1991,0.6033
16976,Pirajuí - SP,1991,0.5791
16977,Pirangi - SP,1991,0.582
16978,Pirapora do Bom Jesus - SP,1991,0.5127
16979,Pirapozinho - SP,1991,0.5527
16980,Pirassununga - SP,1991,0.5286
16981,Piratininga - SP,1991,0.5784
16982,Pitangueiras - SP,1991,0.4817
16983,Planalto - SP,1991,0.4703
16984,Platina - SP,1991,0.4258
16985,Poá - SP,1991,0.494
16986,Poloni - SP,1991,0.554
16987,Pompéia - SP,1991,0.5573
16988,Pongaí - SP,1991,0.5816
16989,Pontal - SP,1991,0.523
16990,Pontes Gestal - SP,1991,0.5052
16991,Populina - SP,1991,0.5792
16992,Porangaba - SP,1991,0.5876
16993,Porto Feliz - SP,1991,0.525
16994,Porto Ferreira - SP,1991,0.5135
16995,Potirendaba - SP,1991,0.557
16996,Pradópolis - SP,1991,0.4604
16997,Praia Grande - SP,1991,0.4908
16998,Presidente Alves - SP,1991,0.5404
16999,Presidente Bernardes - SP,1991,0.5819
17000,Presidente Epitácio - SP,1991,0.6132
17001,Presidente Prudente - SP,1991,0.5803
17002,Presidente Venceslau - SP,1991,0.6029
17003,Promissão - SP,1991,0.5637
17004,Quatá - SP,1991,0.5067
17005,Queiroz - SP,1991,0.5171
17006,Queluz - SP,1991,0.585
17007,Quintana - SP,1991,0.6039
17008,Rafard - SP,1991,0.4884
17009,Rancharia - SP,1991,0.5549
17010,Redenção da Serra - SP,1991,0.5608
17011,Regente Feijó - SP,1991,0.547
17012,Reginópolis - SP,1991,0.5745
17013,Registro - SP,1991,0.6267
17014,Restinga - SP,1991,0.4335
17015,Ribeira - SP,1991,0.5069
17016,Ribeirão Bonito - SP,1991,0.5397
17017,Ribeirão Branco - SP,1991,0.4894
17018,Ribeirão Corrente - SP,1991,0.4691
17019,Ribeirão do Sul - SP,1991,0.5219
17020,Ribeirão Pires - SP,1991,0.5272
17021,Ribeirão Preto - SP,1991,0.5551
17022,Rifaina - SP,1991,0.5075
17023,Rincão - SP,1991,0.462
17024,Rinópolis - SP,1991,0.5955
17025,Rio Claro - SP,1991,0.5216
17026,Rio das Pedras - SP,1991,0.489
17027,Rio Grande da Serra - SP,1991,0.4427
17028,Riolândia - SP,1991,0.5831
17029,Riversul - SP,1991,0.5568
17030,Roseira - SP,1991,0.5592
17031,Rubiácea - SP,1991,0.6473
17032,Rubinéia - SP,1991,0.5067
17033,Sabino - SP,1991,0.5613
17034,Sagres - SP,1991,0.4435
17035,Sales - SP,1991,0.523
17036,Sales Oliveira - SP,1991,0.5627
17037,Salesópolis - SP,1991,0.6035
17038,Salmourão - SP,1991,0.5186
17039,Salto - SP,1991,0.5027
17040,Salto de Pirapora - SP,1991,0.5129
17041,Salto Grande - SP,1991,0.5433
17042,Sandovalina - SP,1991,0.4899
17043,Santa Adélia - SP,1991,0.4711
17044,Santa Albertina - SP,1991,0.5655
17045,Santa Bárbara d'Oeste - SP,1991,0.4721
17046,Santa Branca - SP,1991,0.5783
17047,Santa Clara d'Oeste - SP,1991,0.4867
17048,Santa Cruz da Conceição - SP,1991,0.5685
17049,Santa Cruz das Palmeiras - SP,1991,0.4876
17050,Santa Cruz do Rio Pardo - SP,1991,0.5545
17051,Santa Ernestina - SP,1991,0.4083
17052,Santa Fé do Sul - SP,1991,0.5736
17053,Santa Gertrudes - SP,1991,0.4751
17054,Santa Isabel - SP,1991,0.5222
17055,Santa Lúcia - SP,1991,0.5094
17056,Santa Maria da Serra - SP,1991,0.472
17057,Santa Mercedes - SP,1991,0.5335
17058,Santa Rita d'Oeste - SP,1991,0.5262
17059,Santa Rita do Passa Quatro - SP,1991,0.5414
17060,Santa Rosa de Viterbo - SP,1991,0.5091
17061,Santana da Ponte Pensa - SP,1991,0.4489
17062,Santana de Parnaíba - SP,1991,0.7102
17063,Santo Anastácio - SP,1991,0.5728
17064,Santo André - SP,1991,0.5218
17065,Santo Antônio da Alegria - SP,1991,0.582
17066,Santo Antônio de Posse - SP,1991,0.5598
17067,Santo Antônio do Jardim - SP,1991,0.5976
17068,Santo Antônio do Pinhal - SP,1991,0.5651
17069,Santo Expedito - SP,1991,0.6317
17070,Santópolis do Aguapeí - SP,1991,0.5005
17071,Santos - SP,1991,0.533
17072,São Bento do Sapucaí - SP,1991,0.5757
17073,São Bernardo do Campo - SP,1991,0.5329
17074,São Caetano do Sul - SP,1991,0.5379
17075,São Carlos - SP,1991,0.5845
17076,São Francisco - SP,1991,0.5797
17077,São João da Boa Vista - SP,1991,0.6075
17078,São João das Duas Pontes - SP,1991,0.5456
17079,São João do Pau d'Alho - SP,1991,0.5714
17080,São Joaquim da Barra - SP,1991,0.5769
17081,São José da Bela Vista - SP,1991,0.5067
17082,São José do Barreiro - SP,1991,0.5884
17083,São José do Rio Pardo - SP,1991,0.5534
17084,São José do Rio Preto - SP,1991,0.5445
17085,São José dos Campos - SP,1991,0.5607
17086,São Luís do Paraitinga - SP,1991,0.5563
17087,São Manuel - SP,1991,0.5174
17088,São Miguel Arcanjo - SP,1991,0.6172
17089,São Paulo - SP,1991,0.5857
17090,São Pedro - SP,1991,0.5535
17091,São Pedro do Turvo - SP,1991,0.4606
17092,São Roque - SP,1991,0.5778
17093,São Sebastião - SP,1991,0.546
17094,São Sebastião da Grama - SP,1991,0.6022
17095,São Simão - SP,1991,0.5184
17096,São Vicente - SP,1991,0.4926
17097,Sarapuí - SP,1991,0.5774
17098,Sarutaiá - SP,1991,0.5158
17099,Sebastianópolis do Sul - SP,1991,0.6602
17100,Serra Azul - SP,1991,0.4585
17101,Serra Negra - SP,1991,0.5838
17102,Serrana - SP,1991,0.5039
17103,Sertãozinho - SP,1991,0.5115
17104,Sete Barras - SP,1991,0.5942
17105,Severínia - SP,1991,0.5182
17106,Silveiras - SP,1991,0.5962
17107,Socorro - SP,1991,0.5515
17108,Sorocaba - SP,1991,0.5377
17109,Sud Mennucci - SP,1991,0.5395
17110,Sumaré - SP,1991,0.4657
17111,Suzano - SP,1991,0.5304
17112,Tabapuã - SP,1991,0.5511
17113,Tabatinga - SP,1991,0.5305
17114,Taboão da Serra - SP,1991,0.4971
17115,Taciba - SP,1991,0.498
17116,Taguaí - SP,1991,0.5601
17117,Taiaçu - SP,1991,0.5756
17118,Taiúva - SP,1991,0.5483
17119,Tambaú - SP,1991,0.5265
17120,Tanabi - SP,1991,0.5464
17121,Tapiraí - SP,1991,0.4706
17122,Tapiratiba - SP,1991,0.4597
17123,Taquaritinga - SP,1991,0.5448
17124,Taquarituba - SP,1991,0.5903
17125,Tarabai - SP,1991,0.5301
17126,Tatuí - SP,1991,0.5543
17127,Taubaté - SP,1991,0.5596
17128,Tejupá - SP,1991,0.4913
17129,Teodoro Sampaio - SP,1991,0.5583
17130,Terra Roxa - SP,1991,0.4995
17131,Tietê - SP,1991,0.5208
17132,Timburi - SP,1991,0.5699
17133,Torrinha - SP,1991,0.5438
17134,Tremembé - SP,1991,0.5825
17135,Três Fronteiras - SP,1991,0.4924
17136,Tupã - SP,1991,0.6072
17137,Tupi Paulista - SP,1991,0.5824
17138,Turiúba - SP,1991,0.4792
17139,Turmalina - SP,1991,0.5515
17140,Ubatuba - SP,1991,0.5443
17141,Ubirajara - SP,1991,0.5291
17142,Uchoa - SP,1991,0.5264
17143,União Paulista - SP,1991,0.4836
17144,Urânia - SP,1991,0.5865
17145,Uru - SP,1991,0.4796
17146,Urupês - SP,1991,0.5509
17147,Valentim Gentil - SP,1991,0.5282
17148,Valinhos - SP,1991,0.5356
17149,Valparaíso - SP,1991,0.5426
17150,Vargem Grande do Sul - SP,1991,0.5181
17151,Vargem Grande Paulista - SP,1991,0.5099
17152,Várzea Paulista - SP,1991,0.4422
17153,Vera Cruz - SP,1991,0.583
17154,Vinhedo - SP,1991,0.5546
17155,Viradouro - SP,1991,0.5187
17156,Vista Alegre do Alto - SP,1991,0.4814
17157,Votorantim - SP,1991,0.4917
17158,Votuporanga - SP,1991,0.5656
17159,Brasil,1991,0.6366
17160,Goiás,1991,0.6197
17161,Abadiânia - GO,1991,0.6265
17162,Acreúna - GO,1991,0.5822
17163,Adelândia - GO,1991,0.5885
17164,Água Fria de Goiás - GO,1991,0.6224
17165,Água Limpa - GO,1991,0.589
17166,Alexânia - GO,1991,0.536
17167,Aloândia - GO,1991,0.5027
17168,Alto Paraíso de Goiás - GO,1991,0.6121
17169,Alvorada do Norte - GO,1991,0.5577
17170,Americano do Brasil - GO,1991,0.6139
17171,Amorinópolis - GO,1991,0.5765
17172,Anápolis - GO,1991,0.6121
17173,Anhanguera - GO,1991,0.5489
17174,Anicuns - GO,1991,0.5835
17175,Aparecida de Goiânia - GO,1991,0.4847
17176,Aporé - GO,1991,0.4934
17177,Araçu - GO,1991,0.5276
17178,Aragarças - GO,1991,0.5264
17179,Aragoiânia - GO,1991,0.4936
17180,Araguapaz - GO,1991,0.5715
17181,Arenópolis - GO,1991,0.5339
17182,Aruanã - GO,1991,0.5358
17183,Aurilândia - GO,1991,0.5614
17184,Avelinópolis - GO,1991,0.6382
17185,Baliza - GO,1991,0.4609
17186,Barro Alto - GO,1991,0.594
17187,Bela Vista de Goiás - GO,1991,0.5965
17188,Bom Jardim de Goiás - GO,1991,0.5688
17189,Bom Jesus de Goiás - GO,1991,0.6445
17190,Bonfinópolis - GO,1991,0.5704
17191,Brazabrantes - GO,1991,0.5131
17192,Britânia - GO,1991,0.5601
17193,Buriti Alegre - GO,1991,0.6011
17194,Cabeceiras - GO,1991,0.5458
17195,Cachoeira Alta - GO,1991,0.6244
17196,Cachoeira de Goiás - GO,1991,0.5041
17197,Cachoeira Dourada - GO,1991,0.5184
17198,Caçu - GO,1991,0.6593
17199,Caiapônia - GO,1991,0.5875
17200,Caldas Novas - GO,1991,0.5657
17201,Campestre de Goiás - GO,1991,0.4892
17202,Campinaçu - GO,1991,0.5405
17203,Campinorte - GO,1991,0.6146
17204,Campo Alegre de Goiás - GO,1991,0.6914
17205,Campos Belos - GO,1991,0.6145
17206,Campos Verdes - GO,1991,0.5291
17207,Carmo do Rio Verde - GO,1991,0.6045
17208,Catalão - GO,1991,0.607
17209,Caturaí - GO,1991,0.4773
17210,Cavalcante - GO,1991,0.489
17211,Ceres - GO,1991,0.6339
17212,Cezarina - GO,1991,0.5202
17213,Colinas do Sul - GO,1991,0.542
17214,Córrego do Ouro - GO,1991,0.4821
17215,Corumbá de Goiás - GO,1991,0.6279
17216,Corumbaíba - GO,1991,0.5244
17217,Cristalina - GO,1991,0.5828
17218,Cristianópolis - GO,1991,0.6037
17219,Crixás - GO,1991,0.5406
17220,Cromínia - GO,1991,0.6152
17221,Cumari - GO,1991,0.4994
17222,Damianópolis - GO,1991,0.5123
17223,Damolândia - GO,1991,0.5702
17224,Davinópolis - GO,1991,0.4876
17225,Diorama - GO,1991,0.4341
17226,Divinópolis de Goiás - GO,1991,0.6671
17227,Doverlândia - GO,1991,0.5325
17228,Edealina - GO,1991,0.5755
17229,Edéia - GO,1991,0.6841
17230,Estrela do Norte - GO,1991,0.5913
17231,Faina - GO,1991,0.489
17232,Fazenda Nova - GO,1991,0.5126
17233,Firminópolis - GO,1991,0.6161
17234,Flores de Goiás - GO,1991,0.5295
17235,Formosa - GO,1991,0.6347
17236,Formoso - GO,1991,0.5766
17237,Goianápolis - GO,1991,0.5309
17238,Goiandira - GO,1991,0.5913
17239,Goianésia - GO,1991,0.6041
17240,Goiânia - GO,1991,0.6172
17241,Goianira - GO,1991,0.4742
17242,Goiás - GO,1991,0.5822
17243,Goiatuba - GO,1991,0.6243
17244,Gouvelândia - GO,1991,0.5616
17245,Guapó - GO,1991,0.5214
17246,Guarani de Goiás - GO,1991,0.4588
17247,Guarinos - GO,1991,0.4719
17248,Heitoraí - GO,1991,0.5618
17249,Hidrolândia - GO,1991,0.5359
17250,Hidrolina - GO,1991,0.6172
17251,Iaciara - GO,1991,0.6521
17252,Indiara - GO,1991,0.5291
17253,Inhumas - GO,1991,0.6111
17254,Ipameri - GO,1991,0.5873
17255,Iporá - GO,1991,0.5646
17256,Israelândia - GO,1991,0.4676
17257,Itaberaí - GO,1991,0.6313
17258,Itaguari - GO,1991,0.5861
17259,Itaguaru - GO,1991,0.5852
17260,Itajá - GO,1991,0.5378
17261,Itapaci - GO,1991,0.6469
17262,Itapirapuã - GO,1991,0.5955
17263,Itapuranga - GO,1991,0.5771
17264,Itarumã - GO,1991,0.5848
17265,Itauçu - GO,1991,0.5973
17266,Itumbiara - GO,1991,0.5934
17267,Ivolândia - GO,1991,0.4975
17268,Jandaia - GO,1991,0.606
17269,Jaraguá - GO,1991,0.5848
17270,Jataí - GO,1991,0.6322
17271,Jaupaci - GO,1991,0.5768
17272,Joviânia - GO,1991,0.6617
17273,Jussara - GO,1991,0.5907
17274,Leopoldo de Bulhões - GO,1991,0.5865
17275,Luziânia - GO,1991,0.5337
17276,Mairipotaba - GO,1991,0.6069
17277,Mambaí - GO,1991,0.5458
17278,Mara Rosa - GO,1991,0.6175
17279,Marzagão - GO,1991,0.6716
17280,Matrinchã - GO,1991,0.5588
17281,Maurilândia - GO,1991,0.5853
17282,Mimoso de Goiás - GO,1991,0.4691
17283,Minaçu - GO,1991,0.5631
17284,Mineiros - GO,1991,0.6609
17285,Moiporá - GO,1991,0.6757
17286,Monte Alegre de Goiás - GO,1991,0.6491
17287,Montes Claros de Goiás - GO,1991,0.5562
17288,Montividiu - GO,1991,0.5761
17289,Morrinhos - GO,1991,0.5786
17290,Morro Agudo de Goiás - GO,1991,0.5514
17291,Mossâmedes - GO,1991,0.5784
17292,Mozarlândia - GO,1991,0.5383
17293,Mundo Novo - GO,1991,0.6414
17294,Mutunópolis - GO,1991,0.605
17295,Nazário - GO,1991,0.5521
17296,Nerópolis - GO,1991,0.5516
17297,Niquelândia - GO,1991,0.5401
17298,Nova América - GO,1991,0.487
17299,Nova Aurora - GO,1991,0.5494
17300,Nova Crixás - GO,1991,0.5503
17301,Nova Glória - GO,1991,0.5282
17302,Nova Roma - GO,1991,0.5086
17303,Nova Veneza - GO,1991,0.6311
17304,Novo Brasil - GO,1991,0.5765
17305,Novo Planalto - GO,1991,0.497
17306,Orizona - GO,1991,0.6196
17307,Ouro Verde de Goiás - GO,1991,0.633
17308,Ouvidor - GO,1991,0.6444
17309,Padre Bernardo - GO,1991,0.5814
17310,Palestina de Goiás - GO,1991,0.464
17311,Palmeiras de Goiás - GO,1991,0.6026
17312,Palmelo - GO,1991,0.5704
17313,Palminópolis - GO,1991,0.5592
17314,Panamá - GO,1991,0.4684
17315,Paranaiguara - GO,1991,0.6432
17316,Paraúna - GO,1991,0.6757
17317,Petrolina de Goiás - GO,1991,0.6607
17318,Pilar de Goiás - GO,1991,0.5766
